Course Title,,Tags,,
Основы коммуникации и правила общения с лицами с инвалидностью и особыми потребностями,коммуникация инвалидность особые потребности общение инклюзия доступность,"['Обслуживание физических и юридических лиц', 'Демонстрация этического и профессионального поведения', 'Сопровождение инвалида, имеющего затруднение в передвижении']",,
Что важно знать работодателю при приеме на работу человека с инвалидностью?,трудоустройство инвалидов работодатель права инклюзия адаптация,['Проведение информационно - консультативной работы'],,
Мүгедектігі бар тұлғалардың жұмысқа қабылдау кезінде жұмыс беруші нені білуі маңызды?,трудоустройство инвалидов работодатель права инклюзия адаптация,['Проведение информационно - консультативной работы'],,
Как найти работу лицам с инвалидностью?,трудоустройство инвалидов поиск работы инклюзия возможности карьера,"['Целеустремленность', 'Самостоятельность и ответственность']",,
Мүгедектігі бар тұлғаларға қалай жұмыс табуға болады?,трудоустройство инвалидов поиск работы инклюзия возможности карьера,"['Целеустремленность', 'Самостоятельность и ответственность']",,
Составление финансовой отчетности,финансовая отчетность бухгалтерия учет финансы документация анализ,"['Организация бухгалтерского учета и финансово-хозяйственной деятельности', 'Составление баланса и оперативных сводных отчетов', 'Ведение бухгалтерского учета и отчетности']",,
Основы социальной работы,социальная работа помощь поддержка социальные услуги общество,"['Сдача тестирования с прокторингом', 'Активное слушание и устанавление доверительных отношений', 'Контроль качества оказываемых услуг и супервизия', 'Разработка индивидуальных планов сопровождения', 'Сбор, анализ и интерпретация данных для оценки потребностей семей (лиц)', 'Умение предоставлять профессиональную поддержку коллегам', 'Умение четко и ясно передавать информацию', 'Эффективное взаимодействие']",,
Введение в социальную работу,социальная работа помощь поддержка социальные услуги общество,"['Сдача тестирования с прокторингом', 'Анализ ситуации и выявление нуждающихся в помощи', 'Взаимодействие с получателями услуг', 'Осуществление помощи в домашних условиях', 'Оценка и определение потребности в оказании помощи']",,
Әлеуметтік жұмыс негіздері,социальная работа помощь поддержка социальные услуги общество,"['Сдача тестирования с прокторингом', 'Активное слушание и устанавление доверительных отношений', 'Контроль качества оказываемых услуг и супервизия', 'Разработка индивидуальных планов сопровождения', 'Сбор, анализ и интерпретация данных для оценки потребностей семей (лиц)', 'Умение предоставлять профессиональную поддержку коллегам', 'Умение четко и ясно передавать информацию', 'Эффективное взаимодействие']",,
Әлеуметтік жұмысқа кіріспе,социальная работа помощь поддержка социальные услуги общество,"['Сдача тестирования с прокторингом', 'Анализ ситуации и выявление нуждающихся в помощи', 'Взаимодействие с получателями услуг', 'Осуществление помощи в домашних условиях', 'Оценка и определение потребности в оказании помощи']",,
Швейное дело,швейное дело шитье рукоделие дизайн одежды портновское мастерство,"['Работа на швейном оборудовании различного типа', 'Работы по пошиву изделий по индивидуальным заказам', 'Ручное шитье']",,
Экологическая и социальная устойчивость,экология устойчивость социальная ответственность зеленые технологии развитие,['Взаимодействие с получателями услуг'],,
Авторский курс технологии валяния войлока,войлок валяние ремесло рукоделие творчество мастерство,['Проведение экспериментальных работ и исследований'],,
Авансовые платежи,авансовые платежи финансы бухгалтерия учет налоги платежи,"['Контроль финансово-экономической деятельности организации', 'Ведение установленных форм учета', 'Анализ результатов финансовых операций', 'Управление финансовыми рисками', 'Организация бухгалтерского учета и финансово-хозяйственной деятельности', 'Ведение бухгалтерского учета и отчетности', 'Применение международных стандартов финансовой отчетности']",,
С чего начать ресторанный бизнес?,ресторанный бизнес общепит предпринимательство менеджмент horeca start up,"['Соблюдение стандартов обслуживания гостей', 'Контроль обслуживания гостей в ресторане', 'Контроль подготовки зала к обслуживанию банкета / конференции', 'Решение административных вопросов']",,
Стратегическая экологическая оценка (СЭО),экологическая оценка окружающая среда стратегия анализ воздействия,"['Инициативность', 'Ответственность', 'Управление деятельностью', 'Принятие решений']",,
Как уберечь себя от финансовых мошенников(АРРФР),финансовое мошенничество безопасность финансы защита превенция,['Знание методик проведения анализов'],,
Финансовая грамотность (АРРФР),финансовая грамотность деньги инвестиции планирование бюджет финансы,"['Анализ результатов финансовых операций', 'Управление финансовыми рисками', 'Финансовое планирование']",,
Қаржылық сауаттылық (АРРФР),финансовая грамотность деньги инвестиции планирование бюджет финансы,"['Разработка и внедрение финансовых стратегий', 'Управление финансовыми рисками', 'Финансовое планирование']",,
Өзіңізді қаржылық алаяқтардан қалай қорғауға болады(АРРФР),финансовое мошенничество безопасность финансы защита превенция,['Финансовое планирование'],,
Повышение эффективности с использованием AI,искусственный интеллект ai эффективность автоматизация технологии productivity,"['Кодирование и реализация web-ресурса', 'Оптимизация производительности БД и выполнения запросов к БД']",,
Алгоритм решения системных проблем. Инструменты качества,решение проблем качество инструменты анализ методология улучшения,['Управление командой сотрудников'],,
Основы Лин и Шесть Сигм,lean six sigma оптимизация процессы качество эффективность методология,['Управление командой сотрудников'],,
Стратегическое планирование,стратегическое планирование стратегия управление развитие анализ,['Управление командой сотрудников'],,
Системное и статистическое мышление,системное мышление статистика анализ данных принятие решений методология,['Управление командой сотрудников'],,
Эволюция качества,качество эволюция развитие управление методология системы,['Управление командой сотрудников'],,
Баланы жазаламай тәрбиелеудің жолдары,воспитание детей психология позитивная дисциплина детская психология родительство развитие,[],,
Как бесплатно поступить в зарубежный ВУЗ,образование за рубежом поступление гранты высшее образование стипендии обучение,[],,
Шетелдік университетке қалай тегін түсуге болады?,образование за рубежом поступление гранты высшее образование стипендии обучение,[],,
Курс по анг.,английский язык изучение языка курсы английского грамматика лексика произношение,[],,
Easy-Peasy Tenses (Оңай шақтар),английский язык грамматика времена grammar tenses изучение языка обучение,['Преподавание предметов на английском языке'],,
Основы логопедии и дефектологии,логопедия дефектология развитие речи коррекционная педагогика специальное образование,[],,
Баланың бойында ар-ождан мен ерік-жігер қасиеттерін қалыптастыру,воспитание нравственность характер развитие личности детская психология ценности,[],,
InstӨНЕР,искусство творчество креативность развитие талантов художественное образование,"['Консультирование покупателей о наличии и качестве товарной продукции', 'Умение продвигать товары и\xa0услуги']",,
Fresh Start (A1-B1),английский язык уровни a1 b1 изучение языка грамматика разговорный,[],,
Порядок во всем,организация порядок тайм менеджмент планирование эффективность систематизация,[],,
Заполнение 910.00 формы с сотрудниками и льготами.,налоговая отчетность форма 910 бухгалтерия налоги сотрудники льготы,"['Контроль финансово-экономической деятельности организации', 'Ведение установленного учета и отчетности', 'Подбор и распределение ресурсов']",,
Практикум по розничному налогу. Заполнение 913.00.,налоги розничная торговля форма 913 отчетность бухгалтерский учет,"['Ведение учета, планирование и отчетность']",,
Всеобщее декларирование 2023,декларирование налоги отчетность финансы документация 2023,['Ведение бухгалтерского учета и отчетности'],,
Дробление бизнеса,бизнес налоги оптимизация юридические аспекты структурирование,['Ведение бухгалтерского учета и отчетности'],,
Подготовка к ликвидации,ликвидация бизнес закрытие компании юридические процедуры документация,[],,
Уведомления по камеральному контролю и не только,налоговый контроль уведомления проверки отчетность документация,[],,
Методика налогового консультирования,налоговое консультирование методика консалтинг налоги финансы,[],,
Внутренний налоговый аудит и налоговые проверки,налоговый аудит проверки контроль внутренний аудит налогообложение,[],,
Планирование и оптимизация налогообложения,налоговое планирование оптимизация налоги стратегия финансы,[],,
Налоговая безопасность компании,налоговая безопасность риски контроль налогообложение compliance,[],,
Налогообложение нерезидентов,налогообложение нерезиденты международное налогообложение учет финансы,[],,
Заполняем декларацию 100.00 для НПО 2023,нпо декларация налоги отчетность форма 100 бухгалтерия,[],,
Розничный налог теория и практика,розничный налог теория практика налогообложение торговля учет,[],,
Заполнение декларации форма 240.00,декларация форма 240 налоги отчетность бухгалтерия заполнение,[],,
Налоговая безопасность бухгалтера в 2023 году,налоговая безопасность бухгалтерия риски контроль 2023 compliance,[],,
Налоговый консультант,налоговый консультант налоги консалтинг финансы профессия,[],,
Марафон «КУХНЯ МЕЧТЫ»,кухня дизайн интерьер ремонт планирование организация,[],,
Midway (B1 Intermediate),английский язык intermediate b1 grammar vocabulary speaking,[],,
IELTS Sprint,ielts подготовка экзамен английский язык тестирование,[],,
КПН 2022. Заполняем годовую декларацию 100.00,налоги кпн декларация форма 100 отчетность 2022,[],,
Курс по всеобщему декларированию в РК,декларирование казахстан налоги отчетность финансы,[],,
Жас педагогтар мен аттестациядан өтушілерге көмек,педагогика аттестация молодые учителя образование развитие,"['Руководство деятельностью организаций образования', 'Использование инновационных форм, методов и средств обучения', 'Использование методик развития навыков', 'Планирование и организация учебно-воспитательного процесса', 'Планирование и проведение исследований образовательной среды']",,
Практикум по дивидендам,дивиденды налогообложение практикум финансы учет,[],,
Договора ГПХ. Налогообложение и юр. оформление,договора гпх налогообложение юридическое оформление документы,[],,
Изменения в специальных налоговых режимах,налоговые режимы изменения законодательство налоги учет,[],,
Всеобщее декларирование в Казахстане от А до Я,декларирование казахстан налоги отчетность документация,[],,
Возврат НДС-основные моменты и ситуации,ндс возврат налоги бухгалтерия учет ситуации,[],,
Работа с документом «Закрытие месяца»,бухгалтерия закрытие месяца учет отчетность документация,[],,
IELTS Pro,ielts подготовка экзамен английский язык тестирование,[],,
Жыныстық тәрбие негіздері,половое воспитание психология развитие детей образование здоровье,[],,
ОП ПРОФЕССИЯ База,профессиональное обучение база знаний квалификация навыки,[],,
ОП ПРОФЕССИЯ VIP,профессиональное обучение vip квалификация развитие карьера,[],,
Основы логопедии и дефектологии (месяц),логопедия дефектология развитие речи коррекционная педагогика образование,[],,
Школа Повара,кулинария поварское дело приготовление еды ресторанный бизнес обучение,['Организация производственного процесса кухни ресторана отеля'],,
ҚМЖ жасау алгоритмі,краткосрочное планирование образование методика преподавания педагогика,"['Работа с обучаемыми', 'Умение самостоятельно конструировать урок', 'Планирование учебного занятия']",,
Всеобщее декларирование с НУЛЯ до ОТЧЁТА,декларирование налоги отчетность документация обучение,"['Добропорядочность', 'Ответственность']",,
Очный курс: Уведомления по камеральному контролю,налоговый контроль уведомления проверки консультации практика,[],,
Налоговая конференция 2024,налоги конференция 2024 законодательство изменения актуальные вопросы,[],,
"ҚМЖ: интерактивті құралдар, белсенді әдістер №1",педагогика интерактивные методы активное обучение образование,"['Сотрудничество и взаимодействие', 'Ориентация на потребителя услуг и его информирование']",,
"ҚМЖ: интерактивті құралдар, белсенді әдістер №2",педагогика интерактивные методы активное обучение образование,"['Сотрудничество и взаимодействие', 'Ориентация на потребителя услуг и его информирование']",,
"ҚМЖ: интерактивті құралдар, белсенді әдістер №3",педагогика интерактивные методы активное обучение образование,"['Сотрудничество и взаимодействие', 'Ориентация на потребителя услуг и его информирование']",,
Бухчас онлайн,бухгалтерия учет консультации онлайн финансы,[],,
"3 языка за 3 месяца, тариф Самоучка",языки обучение самостоятельно полиглот методика изучения,"['Ответственность', 'Управление деятельностью', 'Сотрудничество и взаимодействие', 'Ориентация на потребителя услуг и его информирование', 'Добропорядочность', 'Лидерство', 'Стратегическое мышление']",,
Жалпыға бірдей декларациялау: 0 есеп беруге дейін,декларирование налоги отчетность документация обучение,[],,
Взгляд со стороны налогового контроля на бизнес,налоговый контроль бизнес проверки риски безопасность,[],,
Налоговая безопасность компании. Первое занятие,налоговая безопасность компания риски контроль compliance,[],,
Сам себе визажист,визаж макияж красота обучение самостоятельно техники,"['Сотрудничество и взаимодействие', 'Добропорядочность', 'Ориентация на потребителя услуг и его информирование', 'Ответственность']",,
Визажист с 0 + повышение,визаж макияж обучение повышение квалификации beauty,"['Сотрудничество и взаимодействие', 'Добропорядочность', 'Ориентация на потребителя услуг и его информирование', 'Ответственность']",,
PROFESSIONAL с запуском рекламы на свои услуги,визаж реклама продвижение услуги бизнес маркетинг,"['Сотрудничество и взаимодействие', 'Добропорядочность', 'Ориентация на потребителя услуг и его информирование', 'Ответственность']",,
Налоговые изменения 2024 года,налоги изменения 2024 законодательство актуализация,[],,
ТЕЛЕЛОГОПЕД Ш дыбыс,логопедия звук ш развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД Ш дыбыс (3),логопедия звук ш развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД Л дыбыс,логопедия звук л развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД Л дыбыс (3),логопедия звук л развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД С дыбыс,логопедия звук с развитие речи коррекция произношение,[],,
Copy ТЕЛЕЛОГОПЕД С дыбыс,логопедия звук с развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД Р дыбыс,логопедия звук р развитие речи коррекция произношение,[],,
ОПВР – новый социальный платеж с 2024 года,опвр социальные платежи налоги 2024 изменения,[],,
ТЕЛЕЛОГОПЕД Р дыбыс (3),логопедия звук р развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД ЗВУК Р,логопедия звук р развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД ЗВУК С,логопедия звук с развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД ЗВУК Ш,логопедия звук ш развитие речи коррекция произношение,[],,
ТЕЛЕЛОГОПЕД ЗВУК Л,логопедия звук л развитие речи коррекция произношение,[],,
Годовая подписка 2024,подписка 2024 годовой доступ обучение комплексное,[],,
Рецепты Аутоиммунного Протокола Питания,питание аутоиммунный протокол здоровье рецепты диета,[],,
Курс по отражению денежных средств участника в ТОО,финансы тоо учет денежные средства документация,[],,
Лайфхаки для инвесторов,инвестиции советы рекомендации финансы управление,['Стратегическое мышление'],,
КПН 2023. Заполняем годовую декларацию 100.00,налоги кпн декларация форма 100 отчетность 2023,[],,
Отражение и учет товара без документов,бухгалтерия учет товар документация оформление,[],,
Общий массаж базовый курс+бонус,массаж обучение базовый курс техники практика,"['Ответственность', 'Добропорядочность', 'Стрессоустойчивость', 'Инициативность', 'Ориентация на потребителя услуг и его информирование']",,
Как сорвать куш на тендерах перед новым годом!,тендеры госзакупки контракты бизнес стратегия,"['Стратегическое мышление', 'Управление изменениями', 'Принятие решений', 'Сотрудничество и взаимодействие', 'Инициативность']",,
Омаркет.kz,маркетплейс омаркет продажи онлайн торговля бизнес,"['Стратегическое мышление', 'Управление изменениями', 'Принятие решений', 'Сотрудничество и взаимодействие', 'Инициативность']",,
Заполнение декларации 100.00 для НПО,нпо декларация налоги отчетность форма 100,[],,
Самрук Казына zakup.sk.kz,закупки самрук казына тендеры государственные закупки,"['Стратегическое мышление', 'Управление изменениями', 'Принятие решений', 'Сотрудничество и взаимодействие', 'Инициативность']",,
Профессиональный финансовый советник,финансы консультирование инвестиции планирование советник,[],,
Налогообложение Представительств,налогообложение представительства международный бизнес учет,[],,
Медитации с Маргаритой Булдаковой,медитация практики осознанность духовное развитие,[],,
КОМПЛЕКС ACCA DIPIFR (РУС). ПРОГРАММА ПО МСФО,мсфо финансовая отчетность acca международные стандарты,[],,
Профессиональный международный бухгалтер,бухгалтерия международные стандарты профессиональное развитие,[],,
Сертифицированный финансовый директор,финансовый директор управление финансами стратегия развитие,[],,
Инвестиционный советник по личным финансам,инвестиции личные финансы консультирование планирование,[],,
Финансовое моделирование. Практикум,финансы моделирование практика анализ прогнозирование,[],,
Анализ финансовой отчетности,финансовый анализ отчетность показатели оценка эффективность,[],,
Бухгалтерский и финансовый учет,бухгалтерский учет финансы отчетность стандарты практика,[],,
Сертифицированный главный бухгалтер (МСФО),бухгалтерия мсфо главный бухгалтер сертификация профессия,[],,
Налоговый консультант + 5 доп.занятий,налоговое консультирование консультант налоги финансы обучение,[],,
Налоговая безопасность компании,налоговая безопасность риски контроль compliance управление,[],,
Медитации. Чакры,медитация чакры духовные практики энергетические центры,[],,
Курс Premium Кондитер,кондитерское дело premium выпечка десерты мастерство,[],,
Налогообложение нерезидентов,налогообложение нерезиденты международное налогообложение учет,[],,
Chat GPT для рекрутеров и HR,hr рекрутинг chat gpt искусственный интеллект подбор персонала,['Ориентация на потребителя услуг и его информирование'],,
Система управления налоговыми рисками,налоговые риски управление безопасность контроль система менеджмент,[],,
Мини-курс “IT Рекрутер”,it рекрутинг подбор персонала технологии hr менеджмент,['Ориентация на потребителя услуг и его информирование'],,
IT Recruiter,it рекрутинг подбор персонала технологии hr менеджмент,[],,
Устранение налоговых рисков связанных с контрагент,налоги риски контрагенты безопасность проверка документация,[],,
Mitwork. Евразийский портал,евразийский портал митворк работа вакансии трудоустройство,[],,
Повар на Яхте,повар яхта кулинария морская кухня специализация,[],,
Планирование и оптимизация налогообложения,налоги планирование оптимизация стратегия финансы учет,[],,
Baipket Academy,бизнес академия обучение предпринимательство развитие навыки,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Послушный и счастливый ребёнок,воспитание детей психология родительство развитие методики,[],,
Super mama,материнство развитие детей психология воспитание семья,[],,
Внутренний налоговый аудит и налоговые проверки,налоговый аудит проверки контроль внутренний аудит compliance,[],,
Азбука здорового питания,здоровое питание нутрициология диета правильное питание здоровье,[],,
Baipket Academy Марафон,бизнес марафон обучение предпринимательство развитие,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Baipket Academy-Бизнес негіздері,бизнес основы предпринимательство управление стратегия,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Baipket Academy- Маркетинг,маркетинг продвижение реклама стратегия бизнес развитие,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Baipket Academy-Сату,продажи бизнес стратегия клиенты развитие навыки,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Baipket Academy-Найм және менеджмент,найм персонал управление менеджмент hr стратегия,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Baipket Academy-Жеке бренд,личный бренд продвижение маркетинг социальные сети репутация,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Как запустить курс на Courstore,онлайн курсы создание курсов обучение образовательный бизнес,[],,
Показатели эффективности и система контроллинга,эффективность kpi контроллинг управление показатели,[],,
Онлайн-гид в международном налоговом планировании,международное налогообложение планирование оптимизация консультирование,[],,
Международные стандарты аудита,аудит международные стандарты финансы контроль отчетность,[],,
Профессионал в управлении безопасностью бизнеса,безопасность бизнеса управление риски защита профессионал,[],,
Методика налогового консультирования,налоговое консультирование методика консалтинг налоги финансы,[],,
Baipket Academy 5 поток,бизнес академия обучение предпринимательство развитие,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Неправомерное уведомление по налогу на имущество.,налог имущество уведомления права защита консультация,[],,
Гаджет минимизация 1 апталық,гаджеты цифровой детокс минимизация психология технологии,[],,
Рисуем мандалу на финансовый рост,мандала финансы творчество медитация развитие благосостояние,[],,
Спина базовый курс массажа,массаж спина здоровье техники базовый курс,"['Ответственность', 'Добропорядочность']",,
Практикум по криптовалюте,криптовалюта инвестиции blockchain финансы цифровые активы,[],,
Финансовый менеджер,финансовый менеджмент управление финансами экономика планирование,[],,
Профессиональный бухгалтерский аутсорсинг,бухгалтерия аутсорсинг учет финансы профессиональные услуги,[],,
MOOC: Beginner-Intermediate,английский язык intermediate beginner обучение курс,[],,
Baipket Academy тест 24 сағат,бизнес академия тестирование оценка знаний предпринимательство,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Интенсив “Выбор ниши и товара для маркетплэйсов”,маркетплейсы ниша товар бизнес аналитика стратегия,['Ответственность'],,
Профессия байер в Китае,байер китай закупки поставки международная торговля,[],,
В ТОП НА WILDBERRIES,wildberries маркетплейс продажи бизнес продвижение,[],,
В ТОП НА OZON,ozon маркетплейс продажи бизнес продвижение,[],,
В ТОП на Kaspi,kaspi маркетплейс продажи бизнес продвижение,[],,
TAOBAO и 1688,taobao 1688 китай закупки поставки торговля,[],,
"3 языка за 3 месяца, тариф Отличник",языки обучение полиглот методика изучения интенсив,"['Ответственность', 'Управление деятельностью', 'Сотрудничество и взаимодействие', 'Ориентация на потребителя услуг и его информирование', 'Добропорядочность', 'Лидерство', 'Стратегическое мышление']",,
Baipket Academy Мышление,мышление психология развитие бизнес мышление стратегия,"['Управление деятельностью', 'Стратегическое мышление', 'Лидерство', 'Принятие решений', 'Сотрудничество и взаимодействие']",,
Профессиональный налоговый советник,налоговый советник консультирование налоги финансы профессия,[],,
Эксперт по налогообложению,налогообложение эксперт консультирование финансы профессионал,[],,
Нейродрево,нейрографика психология развитие творчество терапия,[],,
Шаманский дождь,медитация шаманские практики духовное развитие энергия,[],,
Нейролотос,нейрографика психология развитие творчество медитация,[],,
Уведомления по камеральному контролю и не только,налоговый контроль уведомления проверки консультации документация,[],,
LUX QURAQ подушка,рукоделие курак подушки творчество handmade казахское искусство,"['Инициативность', 'Ответственность', 'Ориентация на потребителя услуг и его информирование', 'Принятие решений', 'Лидерство', 'Управление изменениями', 'Стратегическое мышление']",,
Экзамен. Налоговый консультант,налоговый консультант экзамен сертификация профессия квалификация,[],,
“Болашаққа жол” – Форум Алматы,образование форум будущее развитие алматы карьера,"['Стратегическое мышление', 'Управление деятельностью']",,
"Бакалавриат за рубежом – ""Болашаққа жол"" Форум",образование зарубежное обучение бакалавриат перспективы,['Управление изменениями'],,
Бухгалтерия от Азов до Баланса,бухгалтерия основы учет баланс финансы обучение,['Ответственность'],,
